Index	EXG0	EXG1	EXG2	EXG3	Accel_X	Accel_Y	Accel_Z	Timestamp	Marker
272	-1610.3710	-1860.7349	-1991.4219	-1080.9209	0	0	0	1784008786448	0
273	-1622.8174	-1877.4896	-2001.4747	-1072.3041	0	0	0	1784008786479	0
274	-1539.7617	-1885.3883	-2025.1708	-969.3821	0	0	0	1784008786601	0
275	-1448.0892	-1793.2372	-1932.5409	-878.9064	0	0	0	1784008786696	0
276	-1445.9350	-1800.1783	-1939.9609	-888.9593	0	0	0	1784008786727	0
277	-1432.2919	-1805.2048	-1952.8860	-858.8007	0	0	0	1784008786803	0
278	-1420.0848	-1798.9817	-1933.7377	-851.8594	0	0	0	1784008786872	0
279	-2165.1926	-1016.2953	-1306.8706	-2796.1287	0	0	0	1784008787114	0
280	-2211.8667	-1005.0458	-1289.3978	-2860.2754	0	0	0	1784008787212	0
281	-2177.8784	-1018.6889	-1292.5094	-2790.8630	0	0	0	1784008787240	0
282	-2139.5818	-1026.5875	-1303.7590	-2735.8115	0	0	0	1784008787286	0
283	-2092.6685	-1026.3483	-1316.9235	-2656.5857	0	0	0	1784008787360	0
284	-2110.8594	-1042.1455	-1343.2524	-2676.6912	0	0	0	1784008787682	0
285	-2103.2000	-1070.6287	-1361.9220	-2637.9160	0	0	0	1784008787833	0
286	-2078.5466	-1098.8723	-1382.7457	-2573.7693	0	0	0	1784008788070	0
287	-1408.3566	-939.2235	-1180.4920	-1787.4927	0	0	0	1784008788223	0
288	-1431.8132	-920.0753	-1167.8062	-1827.7041	0	0	0	1784008788240	0
289	-1432.7706	-932.0429	-1190.5448	-1821.2416	0	0	0	1784008788283	0
290	-1401.8940	-844.2001	-1112.7549	-1832.2518	0	0	0	1784008788355	0
291	-1414.3405	-872.9226	-1129.9883	-1840.6292	0	0	0	1784008788402	0
292	-1436.3610	-876.5129	-1123.5258	-1909.8024	0	0	0	1784008788529	0
293	-1487.5826	-868.8536	-1148.4186	-1960.5453	0	0	0	1784008788653	0
294	-1496.4387	-784.6011	-1031.6140	-1965.3324	0	0	0	1784008788730	0
295	-492.5897	-1626.4077	-1700.8467	350.4137	0	0	0	1784008789186	0
296	-380.5722	-1617.7910	-1705.6338	521.0728	0	0	0	1784008789215	0
297	-323.1273	-1585.7175	-1617.0729	656.0682	0	0	0	1784008789288	0
298	-171.3772	-1668.0552	-1691.2725	754.6819	0	0	0	1784008789366	0
299	-37.0998	-1600.7969	-1664.9436	811.1693	0	0	0	1784008789619	0
300	-113.2143	-1447.6106	-1527.0759	598.3840	0	0	0	1784008789732	0
301	-67.4977	-1572.0745	-1639.3328	702.2634	0	0	0	1784008789941	0
302	553.6249	-2821.9790	-2717.6208	2802.5913	0	0	0	1784008790223	0
303	324.3241	-2864.1052	-2762.8586	2600.5770	0	0	0	1784008790253	0
304	107.4698	-2770.5178	-2696.3184	2155.8580	0	0	0	1784008790300	0
305	-238.1568	-2678.3667	-2639.3520	1535.4534	0	0	0	1784008790349	0
306	-598.8627	-2607.2788	-2602.9705	933.4790	0	0	0	1784008790384	0
307	-768.5644	-2480.1820	-2504.1174	584.2622	0	0	0	1784008790467	0
308	-758.5115	-2600.0981	-2623.7942	602.9317	0	0	0	1784008790500	0
309	-814.9990	-2607.9968	-2636.0012	529.4501	0	0	0	1784008790551	0
310	-855.9285	-2459.8370	-2484.2510	401.3960	0	0	0	1784008790613	0
311	-1000.7374	-2544.5680	-2575.4448	308.7661	0	0	0	1784008790822	0
312	-946.4041	-2264.7637	-2326.2776	369.0833	0	0	0	1784008790975	0
313	-1770.7379	-1792.0404	-1963.8962	-1659.1991	0	0	0	1784008791421	0
314	-1764.0360	-1605.8232	-1791.3223	-1536.1714	0	0	0	1784008791466	0
315	-1230.9956	-1244.3993	-1425.3507	-1128.0735	0	0	0	1784008791592	0
316	-2210.9092	-2250.6418	-2423.4550	-2031.8727	0	0	0	1784008791712	0
